Session ID,Purchase.Intention,Household.income,Age ,Adults.household,Chidren.household,LFC,NB,LP,CF,Flavors,why.purchase,why.dont.purchase
225765795,3,"$50,000 - $75,000",70.5,2,0,0,3,1,2,"Vanilla Bean, strawberry, peach, butter brickle or similar, vanilla fudge.",,"No specific reason, but did not see it."
225765900,4,"$150,001 - $200,000",30.5,2,0,2,0,3,1,"Vanilla, Chocolate, Strawberry, Choco Chip, Mint Choco Chip, Banana, Peach, Cherry,  Fudge Swirl, Peanut Butter Cup, Coconut","I prefer most Wows brand items to national brands now. I always give them a try and if I do not like, I go back to national brands.",
225766073,,Prefer not to say,60.5,2,0,0,1,2,3,,,
225766163,,"$150,001 - $200,000",60.5,2,0,0,2,1,3,,,
225766324,,"$50,000 - $75,000",30.5,2,0,0,1,3,2,,,
225766388,3,"Over $200,000",60.5,2,0,3,1,0,2,chocolate with chocolate chips and pieces of cherries.,,never thought about it.  husband likes certain flavors and I just always buy those.
225766391,3,"$75,001 -  $100,000",40.5,1,0,2,1,0,3,"Vanillia, Strawberry, Cookie Dough, Strawberry Shortbread Ice Cream.",,"I do not have a Wegmans Store in my area of where I live.  They have just built one in Woodbridge, so I will try Wegman Low Fat Ice Cream when they open June 8, 28."
225766734,,"$100,001 - $150,000",40.5,2,2,0,1,3,2,,,
225766882,,"$100,001 - $150,000",50.5,2,2,0,3,1,2,,,
225766997,,"$100,001 - $150,000",60.5,3,0,0,2,1,3,,,
225767041,,"Under $50,000",60.5,2,2,0,0,0,0,,,
225767162,2,"$75,001 -  $100,000",60.5,2,0,3,2,1,0,,,WILL TRY IT
225767614,3,"$100,001 - $150,000",50.5,4,0,1,3,1,1,"vanilla, chocolate, peach",,Normally purchase national brands
225767773,,Prefer not to say,40.5,1,0,0,1,3,2,,,
225767872,3,Prefer not to say,10.5,1,1,0,1,2,3,chocolate mint,,no close Wows
225768492,,Prefer not to say,60.5,1,0,0,2,1,3,,,
225768519,,"$75,001 -  $100,000",50.5,3,1,0,1,2,3,,,
225768566,,Prefer not to say,50.5,3,0,0,2,1,3,,,
225768943,4,Prefer not to say,50.5,2,0,1,0,2,3,"Not sure of specific flavors. Just a variety of flavors including icream flavors mixed with nuts, fudge, heath bars, Snickers, fruit etc... with all that stuff, can it still be light???  ha!   ",price & it's good,
225768973,3,"$75,001 -  $100,000",50.5,5,0,3,0,2,1,"My family likes all flavors of ice cream especially chocolate, strawberry, black raspberry, maple walnut, neopolitan, mint chocolate chip.","I like the taste, quality, and price but I will only buy vanilla or pecan praline because unfortuately the others that my family and I like have partially hydrogenated fat in them.",
225768993,4,"Under $50,000",60.5,2,0,2,1,3,0,"DIFFERENT FLAVORS - COFFEE, NUT FLAVOR",,I TRY TO FIND LOW FAT AND LOW SUGAR
225769204,3,"$100,001 - $150,000",50.5,3,2,2,1,0,3,"Peach, Pralines&Cream, French Vanilla, Butter Pecan.",,"Currently, Wegmans is not located in my area."
225769565,2,"$150,001 - $200,000",70.5,2,0,3,2,0,1,,,waiting for new store to open
225769807,,Prefer not to say,80.5,2,0,0,2,2,2,,,
225770078,4,"$50,000 - $75,000",50.5,4,0,0,1,2,3,"coffee, pistashio, orange/vanilla, cookies and cream, 5 chocolate",price and flavor,
225770404,3,"$75,001 -  $100,000",60.5,2,0,3,0,1,2,"chocolate, chocolate peanutbutter",wanted to try it and the price was right,
225770578,3,"$75,001 -  $100,000",50.5,3,1,1,1,2,2,"vanilla, chocolate, ""death by chocolate""-types; moose tracks",try it,
225770912,,"$100,001 - $150,000",50.5,1,1,0,0,0,0,,,
225771101,4,"$100,001 - $150,000",40.5,2,1,0,1,2,3,"creamsicle, vanilla, chocolate, brownie,mint chocolate chip, spumoni",on sale,
225771223,3,"Under $50,000",60.5,2,0,3,2,1,0,choc/peanut butter,price,
225771315,,Prefer not to say,60.5,2,0,0,0,0,0,,,
225771352,1,Prefer not to say,60.5,2,0,1,0,3,2,,,"The store is so far away it would melt before getting home.  That's why I'm so glad to have the Woodbridge, VA opening!!!"
225771369,4,Prefer not to say,60.5,3,0,3,1,0,2,"coffee,choco, strawberries",,need store to open
225771420,3,"Under $50,000",60.5,1,0,2,1,0,3,"chocolate chunk w/ peanuts, pecan, any combo w/chocolate",,Have never noticed a great variety of flavors when I started using low fat ice cream and have not really checked them out lately
225771567,3,"$100,001 - $150,000",40.5,2,2,1,2,0,3,"vanilla is number 1, after that cherry or strawberry, mint choc chip, pralines and cream.",,just haven't tried it.  Usually buy national brands.
225771608,3,"$100,001 - $150,000",50.5,2,0,3,0,1,2,would like to see a list--to pick--no specific flavor comes to mind,had a coupon,
225771717,,"Under $50,000",80.5,2,0,0,2,1,3,,,
225771776,4,Prefer not to say,50.5,1,0,2,1,1,2,"Cookies and cream, chocolate chip, choc. mint chip, chocolate, praline and cream, choc. choc. chip, vanilla swirl",,just started shopping at Wow's regularly this winter when I don't typically buy ice cream. probably will buy this summer!!
225771861,,"$100,001 - $150,000",50.5,3,1,0,3,2,1,,,
225771873,2,"$75,001 -  $100,000",50.5,2,0,3,1,1,1,,,I prefer national brand
225771957,3,"$100,001 - $150,000",40.5,2,2,2,1,3,0,"mint chocolate chip, cookie dough, and heath bar crunch",because it was the cheapest.,
225771971,2,"$75,001 -  $100,000",50.5,5,0,3,1,0,2,,,just never tried it.  didn't realize they had a low fat ice cream
225772045,,"Under $50,000",40.5,2,1,0,3,1,2,,,
225772169,3,"$75,001 -  $100,000",30.5,2,0,3,0,1,2,"chocolate, vanilla/caramel swirl, mint chocolate chip, coffee, black raspberry ",,Didn't know about it
225772200,2,"$75,001 -  $100,000",30.5,1,2,3,0,2,1,,a month ago,
225772339,1,"$100,001 - $150,000",60.5,4,1,1,0,2,3,,,
225772420,3,"Over $200,000",40.5,2,2,3,2,0,1,"as many as possible!  i try to only buy light ice cream, because i don't feel all of that fat is necessary but I don't want to buy ( because i don't like it) low fat. ",,i have never tried it.
225772509,3,"$50,000 - $75,000",70.5,2,0,0,3,1,2,"vanilla, chocolate, coffee, vanilla fudge",,have not purchased
225773200,3,"$100,001 - $150,000",60.5,2,0,2,3,0,1,"Dark Chocolate, Chocolate Almond, Mocha Almond Fudge, Mint Chocolate Chip, Coffee, Caramel",,I never thought about it
225773218,3,"$150,001 - $200,000",50.5,2,1,2,1,0,3,"Chocolate, mint choc chip, coffee, choc with coffee chips, french vanilla, cookie dough","flavor was appealing, then the bonus was low fat",
225773226,2,Prefer not to say,60.5,2,0,2,3,0,1,,,Not as good as Edy's Slow churned low fat
225773444,,"Under $50,000",40.5,4,3,0,1,2,3,,,
225774522,,0,40.5,2,1,0,1,2,3,,,
225774587,3,"$50,000 - $75,000",40.5,2,0,0,1,2,3,"raspberry, strawberry, cherry ice cream with fruit pieces, but without the chocolate chips",,I wasn't aware of it.
225774610,2,"$150,001 - $200,000",50.5,2,1,3,0,2,1,,Pleasing taste and low fat content,
225774704,,Prefer not to say,50.5,2,0,0,1,2,3,,,
225775044,4,"$100,001 - $150,000",50.5,3,0,1,2,0,3,"Coffee chocolate chunk, or anything with nuts",To try it. priced competitively,
225775101,2,"$50,000 - $75,000",30.5,2,0,0,1,2,3,,,too far away
225775137,4,"$75,001 -  $100,000",60.5,2,0,2,0,1,3,"Chocolate, coconut praline, rocky mountain",I like most Wow's brand items,
225775443,,"$100,001 - $150,000",50.5,4,2,0,1,3,2,,,
225775877,,"Under $50,000",60.5,2,0,0,2,1,3,,,
225776204,4,Prefer not to say,40.5,2,3,2,0,2,2,I have no preference,price and health reasons,
225776351,,Prefer not to say,50.5,2,2,0,2,3,1,,,
225776508,,"$150,001 - $200,000",30.5,2,1,0,1,2,3,,,
225776524,,"$50,000 - $75,000",50.5,2,0,0,1,3,2,,,
225776886,4,"$75,001 -  $100,000",50.5,1,0,3,0,2,1,vanilla, lower cost,
225776917,,"$75,001 -  $100,000",70.5,2,0,0,0,0,0,,,
225776995,,"$100,001 - $150,000",50.5,2,2,0,3,2,1,,,
225777083,2,Prefer not to say,50.5,3,0,3,0,2,1,,low fat and price was good so I thought I would try it,
225777462,3,"$75,001 -  $100,000",50.5,2,0,3,0,1,2,vanilla chocolate strawberry butter pecan cookie dough heath bar crunch,,didn't see it
225777567,3,"$50,000 - $75,000",50.5,3,0,0,1,3,2,"Coffee, Choc. chip",Price & flavor,
225777857,3,"$100,001 - $150,000",60.5,3,0,1,3,0,2,"butter pecan, chocolate cherry, coffee, ",,Wegmans is not close to my house and I am concerned it will melt on the way home
225777906,,Prefer not to say,30.5,2,2,2,0,3,1,,,
225777920,3,Prefer not to say,50.5,2,0,3,0,2,1,"Pistachio, maple walnut, butter pecan, rum raisin, chocolate pistachio, chocolate peanut butter, maybe vanilla, and some chocolate flavors",,didn't have a flavor we like.
225777945,2,"$50,000 - $75,000",60.5,1,0,2,3,0,1,,,too far to travel - will melt
225777953,3,Prefer not to say,70.5,1,0,3,0,2,1,"coconut, cookies and cream fudge swirl",price and low fat,
225777971,3,"Under $50,000",50.5,2,0,0,1,3,2,"chocolate cookie dough, Oreo cookie crunch, butter pecan",by accident,
225778077,,Prefer not to say,70.5,2,0,0,2,3,1,,,
225778232,4,"Under $50,000",50.5,1,0,0,1,3,2,"french vanilla, black cherry,orange creamsicle, blueberry anything",was in flavor i liked,
225778428,3,"$75,001 -  $100,000",30.5,3,1,0,2,1,3,"vanilla, butter pecan, coffee",,I prefer breyers
225778437,,"$50,000 - $75,000",50.5,3,0,1,0,2,3,,,
225778457,,"$50,000 - $75,000",30.5,2,1,0,1,3,2,,,
225778586,3,"$100,001 - $150,000",50.5,3,0,3,0,2,1,"peanut butter swirl, mint chocolate chip",,I've never needed ice cream when shopping at Wow's. Also I travel > 3 minutes to shop there so the ice cream would be melted. I would buy Wow's brand if I lived closer!
225778630,,"Under $50,000",20.5,2,0,0,2,1,3,,,
225778723,3,Prefer not to say,60.5,3,0,1,2,0,3,"vanilla, chocolate, mint & regular choc. chip",,I'm used to Edy's brand
225779423,,"Over $200,000",60.5,2,0,0,2,1,3,,,
225779760,,"$50,000 - $75,000",50.5,2,0,0,1,2,3,,,
225779933,,"Over $200,000",40.5,2,4,0,3,1,2,,,
225780001,2,"Over $200,000",50.5,2,0,3,2,0,1,,,limited opportunties- store is too far away
225780004,,"$50,000 - $75,000",30.5,1,0,0,2,2,2,,,
225780581,,"$75,001 -  $100,000",60.5,2,0,0,1,3,2,,,
225780597,,"$100,001 - $150,000",50.5,3,0,2,0,1,3,,,
225780807,3,"$75,001 -  $100,000",40.5,2,0,2,0,3,1,"choclate, vanilla or mexican sundae",price,
225781047,4,"$100,001 - $150,000",40.5,2,0,3,0,1,2,"Maple Walnut, Rum Raisin,Peach,Vanilla, Black Cherry , Tiger (black licorice and orange),pistachio",It had the flavor we wanted that week.,
225781134,3,"$50,000 - $75,000",60.5,2,0,2,3,1,0,"orange sherbert, butter pacan",,I don't buy it that often and just haven't 
225781159,3,Prefer not to say,50.5,2,0,3,2,0,1,"cherry chocolate chip, vANILLA BEAN, PISTACHIO, COFFEE, CHOCOLATE PEANUT BUTTER",,"not sure how the test would be, i am use to national brand"
225781218,,Prefer not to say,50.5,5,1,0,1,3,2,,,
225781433,4,"$100,001 - $150,000",60.5,2,0,3,1,0,2,"Vanilla, French Vanilla, Butter Pecan and Strawberry",,Until last week there was no Wegmans store close to my house.
225781572,2,Prefer not to say,40.5,2,0,3,0,1,2,,not sure why !,
225782087,,"$150,001 - $200,000",40.5,2,0,1,3,0,2,,,
225782338,,"$50,000 - $75,000",30.5,1,0,0,0,0,0,,,
225782361,,"Under $50,000",40.5,3,2,1,0,3,2,,,
225782454,3,"$100,001 - $150,000",40.5,5,2,0,2,3,1,Fudge ripple.  Cookies & Cream. Chocolate chip cookie dough.  ,wanted to cut back,
225782528,4,"$150,001 - $200,000",70.5,4,3,0,3,1,2,,,
225782576,,"Under $50,000",60.5,1,0,1,3,0,2,,,
225782802,,"Under $50,000",40.5,2,4,2,1,3,0,,,
225782958,2,Prefer not to say,60.5,2,0,0,1,2,3,,,Like Edy's better
225782967,4,"$50,000 - $75,000",60.5,2,0,3,0,1,2,"fudg ripple, maple walnut, vanilla",price,
225783330,4,"Under $50,000",70.5,2,0,0,1,2,3,"Rasberry, or any berry..",,I purchase Wegmans light ice cream because there is a choice with rasberry and vanilla that I like...
225783398,4,Prefer not to say,60.5,3,0,1,2,1,2,"vanilla, chocolate mint chip, strawberry",I like the quality of Wegman's products.,
225783434,,"$50,000 - $75,000",40.5,3,1,0,1,2,3,,,
225783630,,"Under $50,000",50.5,3,0,0,3,1,2,,,
225783797,3,"Under $50,000",70.5,2,0,1,0,3,2,"vanilla, creme brule","good price, less fat",
225783827,1,"$75,001 -  $100,000",50.5,4,1,3,0,2,1,,,"Never tried it, like Eddy's and Perry's"
225783955,1,Prefer not to say,70.5,2,0,2,3,0,1,,,I like the brand names better
225784071,4,Prefer not to say,50.5,2,0,3,0,2,1,"Coffee, chocolate chip, mint chocolate chip.",,"Until June 8, haven't had one nearby.  "
225784213,3,"$75,001 -  $100,000",50.5,1,0,3,2,0,1,"chocolate swirl, pralines and cream, cherry chocolate chunk",,not familiar with the taste
225784499,3,"$150,001 - $200,000",60.5,2,0,1,2,0,3,coffee,,not aware of it
225784606,,Prefer not to say,60.5,2,0,1,3,0,2,,,
225784761,3,"$50,000 - $75,000",50.5,3,2,0,3,1,2,Vanilla Chocolate Fudge,,hasn't caught my attention
225784862,3,"$50,000 - $75,000",30.5,2,0,3,1,0,2,"cherry, black raspberry, boysenberry, vanilla",I generally like Wows brand everything.,
225784962,2,"$150,001 - $200,000",70.5,2,0,3,0,2,1,,,More familiar with Edy's Ice Cream and Turkey Hill Ice Cream.
225784977,,"$50,000 - $75,000",40.5,2,4,1,0,2,3,,,
225785066,4,"Under $50,000",70.5,2,0,2,0,1,3,"strawberry, vanilla,",flavor,
225785104,2,"Under $50,000",70.5,1,0,1,3,0,2,,,there wasn't A store in my area
225785185,,Prefer not to say,80.5,2,0,0,2,1,3,,,
225785426,2,"$150,001 - $200,000",50.5,3,0,2,3,0,1,,,LIke the taste of Edy's and Breyers
225785666,,"Under $50,000",40.5,1,1,1,3,2,0,,,
225785774,3,"$150,001 - $200,000",60.5,2,0,3,0,2,1,I'd prefer lower sugar; chocolate & vanilla,It is normally down to what is available - best choice for low fat / low sugar,
225785893,2,"$100,001 - $150,000",50.5,2,0,3,0,1,2,,,Haven't had the opportunity to try it yet
225786049,,"Under $50,000",30.5,2,0,0,0,0,0,,,
225786073,1,"$150,001 - $200,000",60.5,2,0,3,0,1,2,,To try it.,
225786198,3,Prefer not to say,30.5,2,0,1,0,3,2,vanilla,,no wegmans in my area
225786327,3,"$100,001 - $150,000",60.5,2,0,0,2,1,3,"raspberry swirl, black raspberry, creamsicle",flavor test,
225786342,4,"Under $50,000",40.5,2,1,0,1,2,3,"cookie dough, cookies and cream, carmel praline, maple walnut, butter pecan",it tastes good,
225786376,,"$75,001 -  $100,000",50.5,2,0,2,1,2,1,,,
225786381,4,"Under $50,000",60.5,3,0,1,0,3,2,"peanut butter, coconut, pecan, blueberry, peanuts, pineapple","variety, price, I feel that wegmans products are just as good as national names, if not better",
225786563,,"$100,001 - $150,000",30.5,2,0,0,3,1,2,,,
225786593,,Prefer not to say,40.5,1,0,1,0,3,2,,,
225786807,3,"$50,000 - $75,000",60.5,1,0,2,3,0,1,Coffee,,We like Turkey Hill
225786866,3,Prefer not to say,60.5,1,0,2,0,1,3,"Vanilla, Neopolitan, Chocolate swirl, butterscotch or caramel swirl","Wanted to see what it tasted like, less expensive than brand names.",
225787097,3,"$50,000 - $75,000",80.5,1,0,1,3,0,2,Butter Pecan,,You do not have any that is sugar free.
225787205,3,"$100,001 - $150,000",40.5,2,3,2,3,1,0,"chocolate, chocolate chip, cookies and cream, coffee, ",,habit.  i have used many other Wows products and liked them.  not sure why i haven't given the ice cream a chance!
225787243,,"Under $50,000",60.5,1,0,0,0,0,0,,,
225787277,3,Prefer not to say,50.5,3,0,2,1,3,0,mint chip,"price, to try it",
225787505,3,Prefer not to say,60.5,2,0,2,2,0,2,french vanilla,,my husband only likes edeys
225787647,4,"Under $50,000",70.5,1,0,3,0,1,2,"French silk (like Edys), choc chunk w/ nuts",price,
225787748,3,Prefer not to say,70.5,2,0,0,3,2,1,VAL,,WILL MELT BEFORE I GET HOME
225787924,,"$50,000 - $75,000",60.5,1,0,0,0,0,0,,,
225787995,3,"$100,001 - $150,000",30.5,1,0,3,1,0,2,"Vanilla with Peanut Butter Cup, Fudge Tracks, Vanilla",,No Wows near me yet.
225788055,4,"$50,000 - $75,000",60.5,2,0,2,0,3,1,"Vanilla, Cookie dough",,"I have no reason why, perhaps I will"
225788159,3,"$100,001 - $150,000",30.5,2,0,2,0,1,3,"mint chocolate chip, chocolate",,"I'm not sure. I actually buy a lot of Wow's brand products, but have not bought your ice cream yet."
225788282,1,Prefer not to say,50.5,3,0,3,0,2,1,,Taste and price,
225788320,,"Under $50,000",60.5,1,0,0,1,3,2,,,
225788329,,Prefer not to say,40.5,4,1,0,2,1,3,,,
225788752,4,Prefer not to say,50.5,4,0,2,0,3,1,Chocolate Chocolate Chip; Vanilla Chocolate Chip; just a variety of combinations for change.,,My Wow's is 3 minutes away from home.
225788796,3,Prefer not to say,70.5,2,0,3,0,1,2,"Chocolate marshmallow, vanilla bean, vanilla combinations",Flavor available and price,
225788857,3,"$50,000 - $75,000",40.5,1,0,0,2,3,1,moose tracks,,have not needed to buy ice cream when i have been shopping at Wegmans
225789235,3,"$75,001 -  $100,000",20.5,4,0,1,0,3,2,"rocky road, panda paws, peanut butter cup, neopolitan, chocolate chip, cookie dough",it was cheaper than national brands of low fat and healthier,
225789283,2,"$100,001 - $150,000",70.5,2,0,0,2,2,2,,,we have been avoiding ice cream lately with just the two of us in the home.
225789377,4,Prefer not to say,50.5,2,2,0,1,3,2,Triple Fudge Brownie and neopolitan,price,
225789834,3,Prefer not to say,50.5,2,0,2,3,0,1,"something with caramel, chocolate, vanilla, vanilla fudge, coffee, sherbet...",,never really looked for it.
225789854,,"$75,001 -  $100,000",60.5,2,0,0,2,3,1,,,
225790053,2,"$150,001 - $200,000",40.5,2,0,2,0,1,3,,,Preferred other flavor.
225790163,2,Prefer not to say,60.5,1,0,3,2,1,0,,,Have not tasted
225790387,3,"Under $50,000",50.5,2,0,0,2,1,3,"carmel, cream de luce,vanilla",,prefer Bryers
225790673,2,"Under $50,000",50.5,1,0,2,0,1,3,,wanted to try it,
225790890,,"$50,000 - $75,000",70.5,1,0,0,0,0,0,,,
225790915,,"$100,001 - $150,000",50.5,2,0,0,2,1,3,,,
225790920,,"$75,001 -  $100,000",50.5,2,0,0,2,1,3,,,
225791081,4,"Under $50,000",60.5,3,0,1,0,2,3,"Wow, Ieventually would try anything, however any peanutbutter flavours or fruit flavours like orange, rasp, cherry, etc.",The peanut butter swirl and peanut butter sundea are the best we ever had,
225791330,,"$100,001 - $150,000",50.5,3,1,0,3,1,2,,,
225791339,,Prefer not to say,40.5,1,0,0,0,0,0,,,
225791386,3,Prefer not to say,40.5,2,1,3,1,0,2,"coffee, choc, vanilla (no bean)",,didn't  realize that you had a low fat ice cream.  i will look for it this weekend when i go grocery shopping 
225791482,4,"$100,001 - $150,000",60.5,2,0,0,1,2,3,I like all kinds of flavors. None I don't like.,,no store close enough to buy ice cream and bring it home until June 8th in VA. Have purchased in PA before at family visitation.
225791802,,"Under $50,000",50.5,2,0,1,0,3,2,,,
225791937,,Prefer not to say,50.5,3,3,0,1,2,3,,,
225791961,,"$150,001 - $200,000",40.5,2,2,0,1,3,2,,,
225791962,2,"$50,000 - $75,000",70.5,1,0,3,0,2,1,,low fat and price and flavor,
225791968,3,"$75,001 -  $100,000",50.5,2,0,2,1,0,3,"black raspberry, caramel swirl,dark chocolate, cherry vanilla,",,not sure about store brands
225792151,,"Under $50,000",50.5,3,0,1,3,2,0,,,
225792302,,"$50,000 - $75,000",30.5,2,0,1,2,0,3,,,
225792377,,"$100,001 - $150,000",60.5,2,0,0,1,2,3,,,
225792429,4,"$100,001 - $150,000",40.5,2,2,0,2,3,1,"Chocolate, Vanilla, Strawberry, Cookies & Cream, Cookie Dough, Chocolate Chip, Mint Chocolate Chip",,No Wow's near my home or work
225792451,,"$100,001 - $150,000",40.5,3,0,0,2,1,3,,,
225792457,1,"$50,000 - $75,000",80.5,3,0,3,1,2,0,,healthier than other choices,
225792519,3,"Under $50,000",50.5,1,2,2,0,3,1,"Mint Chocolate Chip, Coffee",,"I live too far away from the only Wegman's in my area (Warrington, PA.)  I am afraid it would not stay frozen while driving home.  Otherwise I would love to try it."
